JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460348.34375,<12.3,,,Vis.,PEX,,99,,X35870BMI,Negative observation based on DSLR image,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460349.32778,7.8,,,Vis.,PEX,,78,,X35870BMI,Visual estimate from unfiltered DSLR image (pre-discovery),,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460350.34375,7.3,,,Vis.,PEX,,71,78,X35870BMI,"""Discovery image, visual estimate from unfiltered DSLR image""",,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460350.35625,7.4,,,Vis.,PEX,,71,78,X35870BMI,,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460350.888061,4.126,0.006,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.723|CMAGINS=17.952|CREFMAG= 7.355|CREFERR= 0.008|KMAGINS=16.965|KREFMAG= 6.488|KREFERR= 0.007,0,1.424,Z,17.952,16.965,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888166,4.083,0.006,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.769|CMAGINS=18.042|CREFMAG= 7.355|CREFERR= 0.008|KMAGINS=16.995|KREFMAG= 6.488|KREFERR= 0.007,0,1.423,Z,18.042,16.995,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888316,7.588,0.004,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.650|CMAGINS=16.486|CREFMAG= 9.424|CREFERR= 0.005|KMAGINS=15.677|KREFMAG= 9.116|KREFERR= 0.004,0,1.422,Z,16.486,15.677,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888420,7.601,0.004,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.646|CMAGINS=16.469|CREFMAG= 9.424|CREFERR= 0.005|KMAGINS=15.670|KREFMAG= 9.116|KREFERR= 0.004,0,1.421,Z,16.469,15.670,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888588,9.272,0.004,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.450|CMAGINS=16.307|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.722|KREFMAG=10.052|KREFERR= 0.004,0,1.420,Z,16.307,15.722,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888762,9.279,0.004,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.456|CMAGINS=16.306|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.723|KREFMAG=10.052|KREFERR= 0.004,0,1.419,Z,16.306,15.723,,PNV J17261813-3809354,VVS,STD,,,,
2460350.888929,6.139,0.004,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.349|CMAGINS=16.559|CREFMAG= 8.349|CREFERR= 0.005|KMAGINS=15.670|KREFMAG= 7.750|KREFERR= 0.005,0,1.418,Z,16.559,15.670,,PNV J17261813-3809354,VVS,STD,,,,
2460350.889045,6.183,0.004,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=14.319|CMAGINS=16.485|CREFMAG= 8.349|CREFERR= 0.005|KMAGINS=15.557|KREFMAG= 7.750|KREFERR= 0.004,0,1.417,Z,16.485,15.557,,PNV J17261813-3809354,VVS,STD,,,,
2460350.89873,6.991,0.001,,V,PEX,,79,,X35898IP,|OBSERVAT=ITELESCOPE T72 DSC|CDEC=-38.0614444444444|CMAGINS=-13.819|CRA=261.8415|CREFERR=0.032|CREFMAG=7.899|VMAGINS=-14.728,0,1.323,Z,-13.819,,,V1723 SCO,AAVSO,STD,,,,
2460350.90001,8.340,0.002,,B,PEX,,79,,X35898IQ,|OBSERVAT=ITELESCOPE T72 DSC|CDEC=-38.0614444444444|CMAGINS=-12.804|CRA=261.8415|CREFERR=0.049|CREFMAG=8.597|VMAGINS=-13.060,0,1.316,Z,-12.804,,,V1723 SCO,AAVSO,STD,,,,
2460350.90233,5.308,0.004,,I,PEX,,79,,X35898IT,|OBSERVAT=ITELESCOPE T72 DSC|CDEC=-38.0614444444444|CMAGINS=-13.547|CRA=261.8415|CREFERR=0.065|CREFMAG=7.206|VMAGINS=-15.446,0,1.303,Z,-13.547,,,V1723 SCO,AAVSO,STD,,,,
2460351.29054,6.773,0.001,,V,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-13.085|CRA=261.84024|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.48319|KMAGINS=-12.188|KMAGSTD=8.795|KRA=261.82382|KREFERR=0.036|KREFMAG=8.781|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-14.211,0,1.296,Z,-13.085,-12.188,,V1723 SCO,AAVSO,STD,0,,,
2460351.306343,8.0785,0.0592,,TB,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.35,Z,,-11.5234,,N SCO 2024,ASSAU,STD,,,,
2460351.306343,6.939,0.0294,,TG,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.35,Z,,-11.6641,,N SCO 2024,ASSAU,STD,,,,
2460351.306343,6.1207,0.0250,,TR,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.35,Z,,-10.4820,,N SCO 2024,ASSAU,STD,,,,
2460351.32083,7.4,,,Vis.,PEX,,71,78,X35870BMI,,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460351.33775,7.173,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.886|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.195|KMAGSTD=8.589|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.612,0,1.55,Z,-10.886,-10.195,,V1723 SCO,AAVSO,STD,0,,,
2460351.33888,7.182,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.819|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.192|KMAGSTD=8.527|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.536,0,1.55,Z,-10.819,-10.192,,V1723 SCO,AAVSO,STD,0,,,
2460351.33999,7.209,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.847|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.210|KMAGSTD=8.535|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.536,0,1.55,Z,-10.847,-10.210,,V1723 SCO,AAVSO,STD,0,,,
2460351.34097,7.206,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.781|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.179|KMAGSTD=8.501|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.473,0,1.55,Z,-10.781,-10.179,,V1723 SCO,AAVSO,STD,0,,,
2460351.34194,7.186,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.801|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.197|KMAGSTD=8.503|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.514,0,1.55,Z,-10.801,-10.197,,V1723 SCO,AAVSO,STD,0,,,
2460351.34285,7.208,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.841|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.221|KMAGSTD=8.519|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.532,0,1.55,Z,-10.841,-10.221,,V1723 SCO,AAVSO,STD,0,,,
2460351.34419,7.197,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.849|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.191|KMAGSTD=8.557|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.551,0,1.55,Z,-10.849,-10.191,,V1723 SCO,AAVSO,STD,0,,,
2460351.34583,7.4,,,Vis.,PEX,,71,78,X35870BMI,,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460351.34594,7.208,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.765|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.206|KMAGSTD=8.457|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.456,0,1.55,Z,-10.765,-10.206,,V1723 SCO,AAVSO,STD,0,,,
2460351.34685,7.224,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.781|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.199|KMAGSTD=8.481|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.456,0,1.55,Z,-10.781,-10.199,,V1723 SCO,AAVSO,STD,0,,,
2460351.34775,7.234,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.820|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.198|KMAGSTD=8.520|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.485,0,1.55,Z,-10.820,-10.198,,V1723 SCO,AAVSO,STD,0,,,
2460351.34866,7.205,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.810|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.189|KMAGSTD=8.520|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.504,0,1.55,Z,-10.810,-10.189,,V1723 SCO,AAVSO,STD,0,,,
2460351.34938,7.209,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-10.806|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.191|KMAGSTD=8.514|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.496,0,1.55,Z,-10.806,-10.191,,V1723 SCO,AAVSO,STD,0,,,
2460351.72917,7.3,,,Vis.,PLA,UKZI,6.3,7.8,X35870BMI,"""Quick glance at the star, comparision stars from Stellarium, Binoculars 10x50""",,,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460351.75,7.2,,,Vis.,SWQ,,71,77,Atlas,,,,Z,,,,PNV J17261813-3809354,REA,STD,,,,
2460351.77778,7.5,,,Vis.,AAX,K,72,77,ATLAS,TYC,,,Z,,,,PNV J17261813-3809354,NEOA-JBS,STD,,,,
2460351.79,7.3,,,Vis.,DSJ,,7.1,7.8,AAVSO,11X80B,,,Z,,,, PNV J17261813-3809354,,STD,,,,
2460351.81944,6.8,,,Vis.,CLUB,,67,70,X35870BWH,"""Instrument: 7x50 binoculars. Location: São José dos Campos, São Paulo, Brazil.""",,,Z,,,,PNV J17261813-3809354,NEOA-JBS,STD,,,,
2460351.83542,7.0,,,Vis.,JNCA,B,64,71,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7,,,Z,,,,PNV J17261813-3809354,CASP,STD,,,,
2460351.83958,6.8,,,Vis.,CMIH,,67,69,X35870BWH,"""Instrument: 7x50 binoculars. Location: São José dos Campos, São Paulo, Brazil.""",,,Z,,,,PNV J17261813-3809354,NEOA-JBS,STD,,,,
2460351.892384,4.083,0.010,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.738|CMAGINS=19.010|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.959|KREFMAG= 6.488|KREFERR= 0.011,0,1.376,Z,19.010,17.959,,PNV J17261813-3809354,VVS,STD,,,,
2460351.892465,4.103,0.011,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.836|CMAGINS=19.088|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=18.041|KREFMAG= 6.488|KREFERR= 0.012,0,1.376,Z,19.088,18.041,,PNV J17261813-3809354,VVS,STD,,,,
2460351.892569,7.902,0.007,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.022|CMAGINS=17.545|CREFMAG= 9.424|CREFERR= 0.008|KMAGINS=16.745|KREFMAG= 9.116|KREFERR= 0.007,0,1.375,Z,17.545,16.745,,PNV J17261813-3809354,VVS,STD,,,,
2460351.892650,7.929,0.007,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.122|CMAGINS=17.617|CREFMAG= 9.424|CREFERR= 0.008|KMAGINS=16.846|KREFMAG= 9.116|KREFERR= 0.007,0,1.375,Z,17.617,16.846,,PNV J17261813-3809354,VVS,STD,,,,
2460351.892801,9.782,0.004,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.172|CMAGINS=16.519|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.927|KREFMAG=10.052|KREFERR= 0.004,0,1.374,Z,16.519,15.927,,PNV J17261813-3809354,VVS,STD,,,,
2460351.892975,9.784,0.004,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=16.027|CMAGINS=16.373|CREFMAG=10.129|CREFERR= 0.004|KMAGINS=15.801|KREFMAG=10.052|KREFERR= 0.004,0,1.372,Z,16.373,15.801,,PNV J17261813-3809354,VVS,STD,,,,
2460351.893125,6.040,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.219|CMAGINS=17.527|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.603|KREFMAG= 7.750|KREFERR= 0.007,0,1.372,Z,17.527,16.603,,PNV J17261813-3809354,VVS,STD,,,,
2460351.893206,6.013,0.007,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=15.335|CMAGINS=17.671|CREFMAG= 8.349|CREFERR= 0.008|KMAGINS=16.744|KREFMAG= 7.750|KREFERR= 0.007,0,1.371,Z,17.671,16.744,,PNV J17261813-3809354,VVS,STD,,,,
2460352.24058,8.918,0.003,,B,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-11.975|CRA=261.84024|CREFERR=0.049|CREFMAG=8.597|KDEC=-38.48319|KMAGINS=-11.063|KMAGSTD=9.509|KRA=261.82382|KREFERR=0.056|KREFMAG=9.432|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-11.654,0,1.651,Z,-11.975,-11.063,,V1723 SCO,AAVSO,STD,0,,,
2460352.24207,8.930,0.003,,B,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-12.030|CRA=261.84024|CREFERR=0.049|CREFMAG=8.597|KDEC=-38.48319|KMAGINS=-11.059|KMAGSTD=9.568|KRA=261.82382|KREFERR=0.056|KREFMAG=9.432|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-11.697,0,1.636,Z,-12.030,-11.059,,V1723 SCO,AAVSO,STD,0,,,
2460352.24359,8.921,0.005,,B,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-11.003|CRA=261.84024|CREFERR=0.049|CREFMAG=8.597|KDEC=-38.48319|KMAGINS=-10.091|KMAGSTD=9.509|KRA=261.82382|KREFERR=0.056|KREFMAG=9.432|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-10.680,0,1.621,Z,-11.003,-10.091,,V1723 SCO,AAVSO,STD,0,,,
2460352.24395,6.914,0.002,,V,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-11.214|CRA=261.84024|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.48319|KMAGINS=-10.636|KMAGSTD=8.477|KRA=261.82382|KREFERR=0.036|KREFMAG=8.781|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-12.199,0,1.617,Z,-11.214,-10.636,,V1723 SCO,AAVSO,STD,0,,,
2460352.24428,6.226,0.002,,R,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-11.267|CRA=261.84024|CREFERR=0.050|CREFMAG=7.508|KDEC=-38.48319|KMAGINS=-10.679|KMAGSTD=8.096|KRA=261.82382|KREFERR=0.050|KREFMAG=8.415|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-12.548,0,1.614,Z,-11.267,-10.679,,V1723 SCO,AAVSO,STD,0,,,
2460352.24464,4.387,0.002,,I,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-9.806|CRA=261.84024|CREFERR=0.065|CREFMAG=7.206|KDEC=-38.48319|KMAGINS=-9.262|KMAGSTD=7.750|KRA=261.82382|KREFERR=0.065|KREFMAG=8.132|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-12.625,0,1.610,Z,-9.806,-9.262,,V1723 SCO,AAVSO,STD,0,,,
2460352.24542,7.179,0.008,,V,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-9.195|CRA=261.84024|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.48319|KMAGINS=-8.536|KMAGSTD=8.559|KRA=261.82382|KREFERR=0.036|KREFMAG=8.781|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-9.915,0,1.603,Z,-9.195,-8.536,,V1723 SCO,AAVSO,STD,0,,,
2460352.24576,6.091,0.004,,R,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-9.864|CRA=261.84024|CREFERR=0.050|CREFMAG=7.508|KDEC=-38.48319|KMAGINS=-9.363|KMAGSTD=8.009|KRA=261.82382|KREFERR=0.050|KREFMAG=8.415|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-11.281,0,1.599,Z,-9.864,-9.363,,V1723 SCO,AAVSO,STD,0,,,
2460352.24615,4.163,0.001,,I,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-9.859|CRA=261.84024|CREFERR=0.065|CREFMAG=7.206|KDEC=-38.48319|KMAGINS=-8.284|KMAGSTD=8.782|KRA=261.82382|KREFERR=0.065|KREFMAG=8.132|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-12.903,0,1.596,Z,-9.859,-8.284,,V1723 SCO,AAVSO,STD,0,,,
2460352.24657,8.755,0.005,,B,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-10.808|CRA=261.84024|CREFERR=0.049|CREFMAG=8.597|KDEC=-38.48319|KMAGINS=-9.754|KMAGSTD=9.651|KRA=261.82382|KREFERR=0.056|KREFMAG=9.432|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-10.650,0,1.592,Z,-10.808,-9.754,,V1723 SCO,AAVSO,STD,0,,,
2460352.24694,7.692,0.002,,V,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-12.015|CRA=261.84024|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.48319|KMAGINS=-10.436|KMAGSTD=9.477|KRA=261.82382|KREFERR=0.036|KREFMAG=8.781|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-12.222,0,1.588,Z,-12.015,-10.436,,V1723 SCO,AAVSO,STD,0,,,
2460352.24728,6.028,0.001,,R,PEX,,79,88,X35898IK,|CDEC=-38.06183|CMAGINS=-11.727|CRA=261.84024|CREFERR=0.050|CREFMAG=7.508|KDEC=-38.48319|KMAGINS=-11.149|KMAGSTD=8.086|KRA=261.82382|KREFERR=0.050|KREFMAG=8.415|OBSERVAT=ITELESCOPE T30 SSO|VMAGINS=-13.207,0,1.585,Z,-11.727,-11.149,,V1723 SCO,AAVSO,STD,0,,,
2460352.300272,8.3223,0.0461,,TB,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.360,Z,,-11.5299,,N SCO 2024,ASSAU,STD,,,,
2460352.300272,7.3532,0.0172,,TG,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.360,Z,,-11.6501,,N SCO 2024,ASSAU,STD,,,,
2460352.300272,6.5086,0.0245,,TR,BDJB,,ENSEMBLE,000-BPV-379,X35899K,CANON 1100D; 100MM; ISO 100; F2.0; 10 SEC X 16 IMAGES MEDIAN STACKED IN GROUPS OF 4,0,1.360,Z,,-10.4876,,N SCO 2024,ASSAU,STD,,,,
2460352.30625,7.5,,,Vis.,PEX,,71,78,X35870BMI,,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460352.34339,7.454,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.100|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.531|KMAGSTD=8.469|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.545,0,1.55,Z,-11.100,-10.531,,V1723 SCO,AAVSO,STD,0,,,
2460352.34476,7.440,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.136|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.556|KMAGSTD=8.478|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.595,0,1.55,Z,-11.136,-10.556,,V1723 SCO,AAVSO,STD,0,,,
2460352.34567,7.444,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.135|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.547|KMAGSTD=8.487|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.590,0,1.55,Z,-11.135,-10.547,,V1723 SCO,AAVSO,STD,0,,,
2460352.34657,7.401,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.114|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.548|KMAGSTD=8.464|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.612,0,1.55,Z,-11.114,-10.548,,V1723 SCO,AAVSO,STD,0,,,
2460352.34722,7.5,,,Vis.,PEX,,71,78,X35870BMI,,,,Z,,,,N Sco 2024,AAVSO,STD,,,,
2460352.34750,7.414,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.147|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.562|KMAGSTD=8.484|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.631,0,1.55,Z,-11.147,-10.562,,V1723 SCO,AAVSO,STD,0,,,
2460352.35003,7.423,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.163|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.567|KMAGSTD=8.495|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.639,0,1.55,Z,-11.163,-10.567,,V1723 SCO,AAVSO,STD,0,,,
2460352.35120,7.440,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.190|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.559|KMAGSTD=8.529|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.648,0,1.55,Z,-11.190,-10.559,,V1723 SCO,AAVSO,STD,0,,,
2460352.35219,7.407,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.143|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.557|KMAGSTD=8.485|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.636,0,1.55,Z,-11.143,-10.557,,V1723 SCO,AAVSO,STD,0,,,
2460352.35313,7.408,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.119|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.566|KMAGSTD=8.452|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.610,0,1.55,Z,-11.119,-10.566,,V1723 SCO,AAVSO,STD,0,,,
2460352.35403,7.440,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.161|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.569|KMAGSTD=8.492|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.621,0,1.55,Z,-11.161,-10.569,,V1723 SCO,AAVSO,STD,0,,,
2460352.35494,7.406,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.154|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.565|KMAGSTD=8.487|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.647,0,1.55,Z,-11.154,-10.565,,V1723 SCO,AAVSO,STD,0,,,
2460352.35586,7.423,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.155|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.561|KMAGSTD=8.493|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.631,0,1.55,Z,-11.155,-10.561,,V1723 SCO,AAVSO,STD,0,,,
2460352.35675,7.402,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.192|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.570|KMAGSTD=8.521|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.689,0,1.55,Z,-11.192,-10.570,,V1723 SCO,AAVSO,STD,0,,,
2460352.35772,7.419,0.000,,TG,PEX,,79,86,X35898HU,|CDEC=-38.06005|CMAGINS=-11.217|CRA=261.84147|CREFERR=0.032|CREFMAG=7.899|KDEC=-38.07340|KMAGINS=-10.585|KMAGSTD=8.531|KRA=262.02346|KREFERR=0.034|KREFMAG=8.631|VMAGINS=-11.697,0,1.55,Z,-11.217,-10.585,,V1723 SCO,AAVSO,STD,0,,,
2460352.74306,7.6,,,Vis.,PLA,,7.1,7.8,X35870BMI,,,,Z,,,,PNV J17261813-3809354,AAVSO,STD,,,,
2460352.7792,7.7,,,Vis.,AAX,K,77,79,ATLAS,TYC,,,Z,,,,N Sco 2024,NEOA-JBS,STD,,,,
2460352.78,7.4,,,Vis.,DSJ,,7.1,7.8,AAVSO,11X80B,,,Z,,,,PNV J17261813-3809354,,STD,,,,
